designation,HIP,HD,ra,declination,parallax,parallax_error,pm,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,Mg,Mg_error,MRp,MRp_error,Bp_minus_Rp,Plx,e_Plx
Gaia DR3 6651058467639413248,HIP 90945,170573,278.27,-54.26382140637475,52.29026057826837,0.02228208,186.62486,-121.0495594176392,-142.04169517070173,0.8998144,8.08616,8.694583,7.34085,4434.9478,4429.811,4439.047,4.5416,4.5325,4.5489,-0.072,-0.1232,-0.0327,19.1012,19.0673,19.141,6.678264030282538,0.0009253142810945,5.932954030282538,0.0009253142810945,1.353733,53.0,1.18
Gaia DR3 3052753116376444800,HIP 33955,52919,105.678,-6.800619953537471,52.31876162072341,0.01954366,372.6594,-201.3094580479108,-313.6072756201164,0.9668768,7.9938097,8.57501,7.2691913,4507.9497,4500.0005,4511.9233,4.5472,4.5378,4.5543,-0.0763,-0.1284,-0.0382,19.0857,19.063,19.1068,6.587096978678593,0.0008111529999998,5.8624785786785925,0.0008111529999998,1.3058187,53.47,1.13
Gaia DR3 4270814637616488064,HIP 89825,168442,274.962,-1.938612759804832,52.39629220529056,0.0171099,0.42803693,-0.4140637404226508,-0.1084750766773002,0.91285527,9.063088,9.87645,8.182725,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.65959077730832,0.0007090898141153,6.779227777308319,0.0007090898141153,1.693725,51.81,1.43
Gaia DR3 6858312737278836736,HIP 102235,\N,310.741,-18.922175927632683,52.43493392308314,0.019544473,1048.6426,601.3929841203856,-859.0563104373887,1.040333,9.906701,10.964319,8.878991,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.504804625279714,0.0008093895170304,7.4770946252797135,0.0008093895170295,2.085328,50.17,13.14
Gaia DR3 4269932382607207040,HIP 89962,168723,275.325,-2.9019428805540897,52.44130794438597,0.2036392,890.21954,-548.9026127940798,-700.8543065644087,3.7133043,2.9904501,3.7105737,2.47357,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5888176746960436,0.0084322673154986,1.071937574696043,0.0084322673154986,1.2370037,52.81,0.75
Gaia DR3 1651235193817400448,HIP 86141,160964,264.057,71.87819071256602,52.49293888893743,0.01670021,98.66869,91.34675498085724,-37.299883643490034,1.0456651,8.170528,8.770429,7.4331746,4464.287,4463.1943,4465.253,4.5683,4.5667,4.5695,-0.0716,-0.0772,-0.0657,19.0508,19.0419,19.084,6.771032440095119,0.0006908366580185,6.03367904009512,0.0006908366580185,1.3372544,52.57,0.73
Gaia DR3 1156846524895814144,HIP 73786,\N,226.22,5.635849045603566,52.50484862746125,0.023512915,791.0501,-607.6259859807301,-506.5086190721205,1.2297121,9.238291,10.037256,8.363331,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.839288053688829,0.0009724368498842,6.9643280536888295,0.0009724368498842,1.673925,52.11,1.97
Gaia DR3 2061876742143320064,HIP 98921,190771,301.292,38.47897311909959,52.53339317106214,0.02950007,280.70468,258.586832973424,109.21525677181508,1.3883407,6.013729,6.3378806,5.518762,5680.336,5671.8726,5690.4985,4.3444,4.327,4.3655,-0.0077,-0.0679,0.07,19.0581,19.0224,19.0945,4.615906265568542,0.0012193881063158,4.120939265568543,0.0012193881063158,0.8191186,52.99,0.55
Gaia DR3 5152365363828101632,HIP 14165,\N,45.6604,-18.165591904030627,52.64368027592437,0.034261018,435.9346,403.7213684394253,164.46284594972923,1.9043978,10.766556,12.025964,9.650207,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.373287214167014,0.0014132155165196,8.256938214167015,0.0014132155165196,2.375757,47.81,3.85
Gaia DR3 4134107168607042816,HIP 82283,\N,252.191,-15.739911373537058,52.654339120146425,0.019819941,220.4036,-6.78929119220536,-220.2990009114753,1.0002067,10.029963,11.127552,8.985294,3519.8413,3442.0718,3586.5332,4.4874,4.2741,4.5697,-0.4455,-0.7189,-0.2983,18.9387,18.7391,19.2316,8.637133830911136,0.0008173772150907,7.592464830911135,0.0008173772150903,2.142258,55.09,2.22
Gaia DR3 424422281584852352,HIP 4012,\N,12.8876,58.30383036764994,52.67231097793872,0.013842027,1618.5282,1566.9552096327047,405.3209068230557,1.0035177,9.966077,10.880156,9.019614,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.57398886641708,0.0005706523950861,7.627525866417081,0.0005706523950856,1.860542,54.23,2.12
Gaia DR3 6504705571539380992,HIP 110534,\N,335.894,-57.22229465164717,52.69483197932483,0.017925236,699.2494,590.0752256474598,-375.1812496887284,1.1499184,9.90228,10.948321,8.887307,3433.8655,3428.5686,3467.452,4.1134,4.0999,4.2007,-0.9464,-0.9612,-0.8365,19.0048,18.9804,19.264,8.511120120377788,0.0007386712405637,7.496147120377788,0.0007386712405637,2.061014,51.57,1.98
Gaia DR3 1102868303634261632,HIP 34392,\N,106.957,67.20102034581917,52.720264668273934,0.103070304,280.7118,-270.8537940871455,-73.73827546572312,6.8186564,10.287039,11.403355,9.231059,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.89692690926535,0.0042453240312578,7.84094690926535,0.0042453240312578,2.172296,56.51,2.19
Gaia DR3 714116137767540096,HIP 44897,78366,137.212,33.881708956195,52.77091525374863,0.030923933,223.11224,-191.41313447777296,-114.63019595671456,0.8736646,5.8090615,6.10136,5.3468423,5877.378,5876.4717,5878.2397,4.3058,4.3036,4.3079,-0.2759,-0.2831,-0.2692,18.9322,18.9218,18.9438,4.421034633023722,0.0012724902470773,3.958815433023722,0.0012724902470773,0.7545177,52.25,0.87
Gaia DR3 887822001246832384,HIP 34017,52711,105.878,29.33340231275945,52.771176020747866,0.043849643,842.48676,156.6227877267507,-827.8002461177721,1.2313855,5.7895827,6.090033,5.317198,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.4015665633084335,0.001804362135477,3.929181863308433,0.001804362135477,0.772835,52.37,0.84
Gaia DR3 2282846074981010688,HIP 115147,220140,349.866,79.00384169269975,52.783813089954265,0.013734574,215.91791,203.45013713416617,72.30894269986538,0.9207283,7.293383,7.7507305,6.6682796,4891.5063,4886.587,4899.9375,4.476,4.4721,4.491,-0.551,-0.5948,-0.3698,18.9496,18.9318,18.9755,5.905886801730693,0.0005650264242889,5.280783401730693,0.0005650264242889,1.0824509,50.65,0.64
Gaia DR3 427322415301550208,HIP 4151,5015,13.2669,61.124725084691256,52.90172947588015,0.10367748,182.68234,-68.29788024616091,169.4350591237973,1.0771353,4.6359124,4.9266615,4.1987586,5986.044,5984.9595,5987.079,4.079,4.0774,4.081,-0.3088,-0.318,-0.3,18.8669,18.8061,18.9091,3.2532617516271207,0.0042556846018886,2.81610795162712,0.0042556846018886,0.7279029,53.85,0.6
Gaia DR3 2416611663182821120,HIP 910,693,2.81569,-15.469175920957875,52.94889167785683,0.095847435,281.988,-82.82753394668673,-269.5493190469184,1.6932559,4.7636194,5.0197806,4.338079,6115.5513,6114.0303,6117.0283,4.0896,4.0877,4.0912,-0.8623,-0.8845,-0.843,18.8917,18.8556,18.9269,3.382903769599146,0.0039307770448573,2.957363369599147,0.0039307770448573,0.6817016,52.94,0.77
Gaia DR3 888957972853029632,HIP 33428,266611,104.27,30.75550681676243,52.97666208169573,0.018180642,239.60713,89.81087454062671,-222.13865419474683,1.1468818,9.103118,9.942353,8.208433,3969.9316,3949.6194,3987.1907,4.5811,4.5667,4.5938,-0.1087,-0.3476,0.0298,18.8979,18.8351,19.4978,7.72354095542624,0.0007452104849345,6.828855955426239,0.0007452104849345,1.73392,53.67,1.86
Gaia DR3 2348830516542653824,HIP 3850,4747,12.364,-23.2119122643033,53.05262838180021,0.028182508,533.66486,519.0490135214384,124.04141605286418,0.932588,6.9578214,7.3475842,6.398603,5230.2456,5228.7036,5231.5894,4.5048,4.5028,4.5058,-0.4203,-0.4304,-0.4121,18.8564,18.8381,18.8998,5.581355924922452,0.0011535252102685,5.022137524922451,0.0011535252102685,0.9489812,53.09,1.02
Gaia DR3 821455861647126656,HIP 48113,84737,147.149,46.02059693079518,53.12767593593349,0.077268384,240.21375,221.75004509948064,-92.35562588254896,0.79888976,4.916553,5.2340274,4.4470196,5785.533,5784.1616,5787.287,4.1278,4.1259,4.1416,-0.2995,-0.3146,-0.2909,18.7227,18.2557,18.8004,3.543157090815784,0.0031581709406922,3.073623690815785,0.0031581709406922,0.7870078,54.26,0.74
Gaia DR3 4270446404294208000,HIP 90656,170493,277.469,-1.818962486339465,53.15862953107903,0.02947551,258.87802,172.0630580035004,-193.4221579337165,0.9485943,7.6835327,8.252808,6.969098,4658.3945,4657.663,4659.0796,4.5426,4.5415,4.5436,0.216,0.2089,0.2231,18.7931,18.7811,18.8049,6.3114015799048175,0.0012040427649373,5.596966879904818,0.0012040427649373,1.28371,53.3,1.05
Gaia DR3 1185619988280226944,HIP 72146,130004,221.35,13.845312200298968,53.16069304359237,0.021261271,323.37695,-231.63877799725043,-225.64601184622305,1.0191612,7.5966625,8.071759,6.952495,4813.6064,4812.103,4814.346,4.5336,4.5316,4.5342,-0.5628,-0.5892,-0.5559,18.8012,18.7902,18.819,6.224615670518817,0.000868466214154,5.580448170518817,0.000868466214154,1.119264,51.2,0.98
Gaia DR3 493935296471302784,HIP 19422,25665,62.3969,69.54006455901425,53.25619958954552,0.017029082,307.4707,73.01073436422206,-298.6765124849591,1.004455,7.4297066,7.9122005,6.783803,4874.372,4872.392,4877.7876,4.5226,4.522,4.5232,-0.2557,-0.2607,-0.2475,18.7678,18.7591,18.7955,6.061557457812919,0.0006943451329171,5.41565385781292,0.0006943451329171,1.1283975,54.17,0.79
Gaia DR3 3498481519515679872,HIP 62472,111261,192.043,-24.80584856631553,53.3334069352827,0.025504814,358.0902,-315.44018953574727,169.4877107371373,1.2580038,8.457304,9.104734,7.684172,4372.129,4361.26,4377.4917,4.6272,4.6156,4.6367,0.1314,0.0581,0.1883,18.7752,18.7227,19.2668,7.092300636390539,0.0010384298944163,6.319168636390539,0.0010384298944163,1.420562,50.31,3.19
Gaia DR3 816649002967779584,HIP 44248,76943,135.157,41.78175608312542,53.36175020467222,0.8091352,571.05536,-494.6131829502834,-285.41556632385345,8.007972,3.959608,4.0784917,3.4646406,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.595758327534024,0.0329290068909982,2.100790927534024,0.0329290068909982,0.6138511,60.86,1.3
Gaia DR3 3552000252294347392,HIP 54373,\N,166.864,-19.29169201116245,53.37841940538086,0.016442463,239.4903,-235.0539033355332,-45.88312263866047,1.0603977,9.644162,10.602821,8.6741085,3611.5488,3587.8467,3639.8147,4.3729,4.3066,4.4663,-0.7801,-0.8624,-0.6316,18.7452,18.6955,18.8213,8.280990548485967,0.0006688912162635,7.310937048485967,0.0006688912162635,1.9287125,53.75,1.94
Gaia DR3 3498481592531208576,HIP 62471,111261B,192.04,-24.80394386396552,53.39872999671822,0.01950442,355.13715,-320.96806637546035,151.99308557433503,1.1286132,9.30469,10.1491995,8.406004,3973.937,3972.4233,3974.9714,4.6705,4.6663,4.674,-0.0721,-0.0782,-0.0612,18.7005,18.6865,18.7799,7.942344640762993,0.0007931520427488,7.043658640762992,0.0007931520427488,1.7431955,53.29,9.2
Gaia DR3 3256786534197166208,HIP 18859,25457,60.6538,-0.2700403927329152,53.45587591763632,0.070227586,292.9256,150.02720734285322,-251.5894353682892,0.98872185,5.247617,5.51264,4.8304095,6158.534,6156.928,6160.1436,4.2278,4.224,4.2315,-0.3088,-0.3241,-0.2927,18.6935,18.669,18.7181,3.887594251030631,0.0028527706356258,3.470386751030631,0.0028527706356258,0.6822305,52.0,0.75
Gaia DR3 3177407910705445888,HIP 21086,\N,67.7869,-13.515564765720292,53.47853785030081,0.019237503,269.0745,-164.67186352876146,-212.8009849444797,1.2792518,10.52517,11.784351,9.4088125,3250.524,3221.8745,3410.328,4.1111,4.0214,4.5267,-0.7656,-0.8588,-0.327,18.7133,18.3889,18.9051,9.166067623818584,0.00078113034637,8.049710123818585,0.00078113034637,2.3755385,49.73,3.24
Gaia DR3 5073448642595674752,HIP 15095,20280,48.687,-26.445812488502558,53.55426056338445,0.01783956,237.99994,216.810386912882,98.16937406775548,1.0906423,8.660047,9.367589,7.845291,4130.81,4129.418,4134.751,4.5505,4.5493,4.556,-0.5045,-0.5304,-0.5002,18.625,18.3858,18.6612,7.304017136396134,0.0007233432664977,6.489261136396133,0.0007233432664977,1.522298,54.48,1.39
Gaia DR3 954713853434626176,HIP 32919,49601,102.883,47.36473763545569,53.63216228407958,0.017776808,735.2066,-245.05809498617103,-693.1632252750501,1.085017,8.463108,9.172546,7.649152,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.11023453367919,0.000719751877809,6.296278533679191,0.000719751877809,1.523394,53.12,1.23
Gaia DR3 5042734468172061440,HIP 7170,\N,23.1064,-21.90906970123613,53.67271727604759,0.02587566,1065.0612,-587.8706940775875,-888.1234241522698,1.3988502,10.300416,11.385333,9.260823,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8.949183913841598,0.0010468686694622,7.909590913841597,0.0010468686694613,2.12451,56.42,2.12
Gaia DR3 97993497084921984,HIP 8382,\N,27.0182,21.205767467992107,53.73374343310813,0.03615083,409.52438,346.43849534019944,-218.3817298930064,1.4426987,11.108311,12.395121,9.986194,3211.953,3210.9163,3213.9585,4.1995,4.1951,4.2038,-0.8656,-0.8695,-0.8566,18.7077,18.6788,18.8609,9.7595464866431,0.0014609170468036,8.6374294866431,0.0014609170468027,2.408927,48.23,4.35
Gaia DR3 6051948158061617024,HIP 80440,\N,246.301,-21.93886317226759,53.7389319813452,0.021279605,663.4628,-571.0298221590906,-337.7985058980569,1.1407799,9.678329,10.602158,8.730532,3854.667,3849.9443,3866.2935,4.7173,4.6988,4.7216,-0.0717,-0.115,-0.0017,18.6503,18.5301,19.3945,8.329774154622566,0.0008598622237991,7.381977154622566,0.0008598622237991,1.871626,55.81,2.19
Gaia DR3 2871730307948650368,HIP 117059,\N,355.96,32.546047334095135,53.76190380786143,0.026916465,224.05246,-215.90503763377305,-59.87087590298641,0.951727,12.966921,12.964135,13.007412,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.619294197420915,0.0010871706887778,11.659785197420916,0.0010871706887778,-0.043277,60.11,11.58
Gaia DR3 3330062833797919744,HIP 29525,42807,93.3025,10.62581990758492,53.76526189706887,0.031733837,307.66815,78.24975872122373,-297.55111579954627,1.0123473,6.271036,6.6013,5.762509,5636.9355,5630.2646,5642.679,4.4076,4.4047,4.4101,-0.2063,-0.2257,-0.1955,18.5701,18.5413,18.5963,4.923544828226719,0.00128166695491,4.415017828226718,0.00128166695491,0.838791,55.2,0.96
Gaia DR3 866177431955478144,HIP 35550,56986,110.031,21.982238707455554,53.7692037948601,0.24028201,31.379292,-27.72219816147847,-14.70169052772772,2.6125383,3.4571264,3.693509,3.1301932,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.109794427832975,0.0097038674860985,1.782861227832976,0.0097038674860985,0.5633158,55.45,0.85
Gaia DR3 520377795206114688,HIP 10531,13579,33.9334,67.67095420333354,53.84130803289741,0.016684683,601.5992,518.1776873586444,-305.6360984887114,0.959398,6.9716945,7.4265814,6.354734,4988.861,4985.5728,4990.0166,4.4819,4.4791,4.4824,0.0824,0.068,0.0878,18.5691,18.5606,18.6045,5.627272510961569,0.0006729095424944,5.010312010961569,0.0006729095424944,1.0718474,42.46,2.51
Gaia DR3 1416124285987232256,HIP 84616,156985,259.46,52.44624530851595,53.98174544127853,0.014990029,196.09123,16.953230261646244,-195.3570028220767,0.96493393,7.6491847,8.166148,6.9729466,4694.039,4692.9287,4695.1343,4.537,4.536,4.5379,-0.2065,-0.2131,-0.2006,18.5164,18.5108,18.5219,6.310419314446365,0.0006029896766381,5.634181214446366,0.0006029896766381,1.1932014,53.97,0.68
Gaia DR3 4459548626016199168,HIP 81018,\N,248.185,12.612171779037384,54.01970436356875,0.043562885,776.8911,-764.8759446896767,-136.10519654851612,1.3145455,11.07243,12.36775,9.941719,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.735191015360265,0.0017511318226706,8.604480015360265,0.0017511318226715,2.426031,61.08,5.13
Gaia DR3 6791154257817212672,HIP 105312,202940A,319.937,-26.354449441188184,54.02880462196225,0.29272464,685.9532,-589.252585597684,-351.15977676855374,7.805241,6.445514,6.7426,5.773308,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.108640794772737,0.0117650150409627,4.436434794772738,0.0117650150409627,0.969292,53.4,1.09
Gaia DR3 219057458247921536,HIP 18915,25329,60.8219,35.26721591490448,54.04215963609338,0.025973938,2204.4902,1731.5573033901285,-1364.3629900603064,1.011684,8.232109,8.697253,7.5901484,4819.093,4817.4263,4821.432,4.7214,4.7142,4.729,-0.9487,-0.9677,-0.915,18.4522,18.4209,18.4887,6.895772479997324,0.0010436609946053,6.253811879997325,0.0010436609946053,1.1071046,54.14,1.08
Gaia DR3 6669657123437047424,HIP 100223,192961,304.901,-46.428569217342094,54.044083671096566,0.028672982,389.11487,-375.46076700751286,-102.1743580678987,1.0299822,8.282656,8.934387,7.5061812,4389.5796,4383.619,4397.2275,4.612,4.6018,4.6296,0.3012,0.2746,0.3381,18.4031,18.2441,18.4543,6.946396788428018,0.001152070512147,6.169921988428019,0.001152070512147,1.4282058,55.73,1.29
Gaia DR3 610304720934423424,HIP 44295,77175,135.322,15.264337587952596,54.14555335958371,0.018902885,345.01987,-125.92573436025512,-321.2186348660597,1.0084405,8.73922,9.479434,7.9025187,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.407033982489946,0.0007580880120068,6.570332682489946,0.0007580880120068,1.5769153,54.57,3.21
Gaia DR3 5698188160215537920,HIP 38939,65486,119.52,-25.627721070822663,54.15647728067208,0.018279646,437.89423,362.4094079521119,-245.7860083734284,0.9565086,8.074065,8.639631,7.3588967,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.742317035095003,0.000732945539394,6.027148735095005,0.000732945539394,1.2807343,54.91,1.15
Gaia DR3 6612242034982766848,HIP 109422,210302,332.539,-32.54834854643202,54.17726137421472,0.09404728,429.04404,428.8323874753169,13.47523121061188,0.82205474,4.804227,5.0562797,4.4120283,6281.1714,6278.582,6282.5576,4.1132,4.1046,4.1393,-0.4239,-0.4456,-0.3068,18.3452,18.1689,18.4606,3.4733122397235663,0.0037695016998706,3.0811135397235665,0.0037695016998706,0.6442514,53.36,0.82
Gaia DR3 3352485999058854912,HIP 32362,48737,101.322,12.89474308933157,54.1894383709024,0.2369236,223.29951,-114.56401293447146,-191.67097112394015,1.849533,3.2463484,3.5377839,2.8452327,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.915921649647494,0.0094940334171544,1.514805949647494,0.0094940334171544,0.6925512,57.02,0.83
Gaia DR3 4678664766393829504,HIP 19921,27442A,64.1205,-59.30290021818768,54.22863060384525,0.1018749,174.47693,-47.78530523238955,-167.80573654384344,2.7827828,4.134786,4.677203,3.4464395,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.805929188256705,0.00407937269209,2.117582688256705,0.00407937269209,1.2307635,54.84,0.5
Gaia DR3 602079652404802688,HIP 42499,73667,129.961,11.520447728822358,54.25133390879819,0.022475127,512.17676,-109.2223983068438,-500.39534424293134,0.99346083,7.3614326,7.8002553,6.7451334,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.033484704502233,0.000899593013786,5.417185504502233,0.000899593013786,1.0551219,53.98,1.04
Gaia DR3 2135110401277424384,HIP 96441,185395,294.111,50.22227321404957,54.2702400241993,0.08597301,263.7254,-5.854439709270821,263.6604096992894,0.843281,4.371612,4.5879292,4.0318666,6578.421,6576.818,6580.0684,4.1129,4.1111,4.1152,-0.5191,-0.5325,-0.5042,18.4115,18.3649,18.4457,3.0444207118180344,0.0034399732756749,2.7046753118180344,0.0034399732756749,0.5560626,53.78,0.47
Gaia DR3 4111366313257506560,HIP 85561,158233,262.276,-23.836435650477902,54.36675345788812,0.022030206,297.7021,-288.6663647099232,-72.7891199456114,0.90662855,9.06427,9.824929,8.216133,4108.1836,4106.923,4109.352,4.684,4.6819,4.6861,-0.1822,-0.1902,-0.1718,18.3649,18.3544,18.3761,7.740936998149831,0.0008799125215435,6.89279999814983,0.0008799125215435,1.608796,55.03,1.68
Gaia DR3 1584088431025057792,HIP 60398,\N,185.744,64.03248298122433,54.44735322749599,0.019417007,769.7052,-673.1157390294371,373.3112742400489,1.4072167,10.552364,11.82523,9.429114,3243.4312,3242.58,3246.3918,4.1747,4.1722,4.1817,-0.6699,-0.6727,-0.6608,18.3882,18.3764,18.4476,9.232247864294424,0.0007743902001458,8.108997864294427,0.0007743902001475,2.396116,55.5,2.27
Gaia DR3 3815264842546968192,HIP 54810,97503,168.304,4.482195936288635,54.50584268114795,0.02107363,317.25632,-315.5212178944363,-33.13511876018542,0.98544866,8.262637,8.922129,7.4827476,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.944852291950024,0.0008395578554978,6.164962891950024,0.0008395578554978,1.4393814,55.72,1.29
Gaia DR3 5479222240596469632,HIP 33690,53143,104.997,-61.33500424765096,54.52523915853711,0.014525614,310.3879,-161.87264540008795,264.83561051555023,1.0370343,6.616181,7.008779,6.053857,5300.3193,5295.5874,5301.6904,4.4537,4.4516,4.4549,0.109,0.0904,0.1141,18.3191,18.3078,18.3294,5.299168895784196,0.0005784838593143,4.7368448957841975,0.0005784838593143,0.954922,54.33,0.54
Gaia DR3 3640244581637740416,HIP 69485,\N,213.38,-6.958374858205661,54.58921154965102,0.018861247,175.76085,110.45426324857058,136.71770078470567,0.9863288,9.474192,10.37049,8.544319,3658.3228,3656.9492,3674.812,4.3149,4.3108,4.3603,-0.9989,-1.0043,-0.935,18.2982,18.282,18.3457,8.159726108449696,0.0007502705742883,7.229853108449696,0.0007502705742887,1.826171,51.06,1.74
Gaia DR3 6882393725554653056,HIP 104059,\N,316.218,-16.967940257888934,54.61760167387142,0.017101696,2236.0493,-916.0628229973744,-2039.790599456396,1.0971526,10.623923,11.697248,9.591812,3612.55,3612.1436,3613.381,4.8326,4.8314,4.8336,-0.3461,-0.3478,-0.3281,18.245,18.228,18.3317,9.310586129085248,0.0006799248062074,8.278475129085248,0.0006799248062074,2.105436,52.26,3.06
Gaia DR3 747266452000257280,HIP 49699,87883,152.179,34.241989898088825,54.66782622938187,0.029483998,88.9283,-64.29277431804178,-61.438441878258,1.1542832,7.286231,7.770213,6.6377697,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.974890026367107,0.0011711402995664,5.326428726367106,0.0011711402995664,1.1324433,55.37,0.94
Gaia DR3 4623036865373793408,HIP 26394,39091,84.2995,-80.46445831742687,54.682509087903306,0.03544243,1094.1628,310.9088263686165,1049.0604902495015,0.81413287,5.5115805,5.8115172,5.050813,5855.533,5853.8906,5857.3237,4.2235,4.2212,4.2271,-0.2298,-0.2395,-0.2161,18.2794,18.2656,18.2931,4.200822669020875,0.0014074385197782,3.7400551690208736,0.0014074385197782,0.7607042,54.92,0.45
